ID,cartel,fine_case,y0,appear_d,appear_fas,appear_3,ecm_arg,mark_reg,length_pages,len_days,app_cass,MicroP,SmallP,MedP,LargeP,MSP,final_y,fine
А60-59301/2017,0,0,1,1,1,0,0,2,6,364,2,0,0,0,1,0,1,650000.00
А32-22527/2018,0,1,0,1,1,0,0,2,9,90,1,0,0,0,1,0,0,0
А56-42398/2018,0,0,0,1,1,1,0,1,5,319,1,0,0,0,1,0,0,0
А54-4418/2017,0,1,1,1,1,0,0,0,16,431,1,0,0,0,1,0,1,562500.00
А15-2093/2018,0,1,0,1,1,0,0,1,5,133,1,0,1,0,0,1,0,2133329.89
А65-2106/2018,0,0,1,1,1,0,0,1,11,362,2,1,0,0,0,1,1,0
А15-1353/2018,0,1,0,0,1,0,0,2,7,189,1,0,0,0,1,0,0,825000.00
А07-16781/2018,0,0,1,1,1,1,0,0,31,236,2,0,0,0,1,0,1,0
А64-2051/2018,0,0,0,1,1,0,0,0,13,246,1,0,0,0,1,0,0,0
А45-991/2018,0,0,0,1,1,1,1,0,36,335,1,0,0,1,0,1,0,0
А35-6161/2017,1,1,1,0,1,0,0,2,13,367,0,1,0,0,0,1,1,101000.00
А35-6147/2017,1,1,1,1,1,0,0,2,13,367,0,1,0,0,0,1,1,101000.00
А59-1622/2018,0,0,1,1,1,1,0,1,35,125,0,0,1,0,0,1,1,1642807.90
А67-2147/2018,0,0,1,1,1,0,0,1,9,318,3,0,1,0,0,1,0,0
А41-40146/2018,1,1,0,0,0,0,0,1,7,60,0,1,0,0,0,1,0,100000.00
А33-8145/2018,0,0,1,0,1,0,0,1,15,287,2,0,0,1,0,1,1,0
А43-34713/2017,0,1,0,1,1,0,0,1,8,278,0,1,0,0,0,1,0,650000.00
А32-7675/2018,1,0,0,1,1,0,0,2,7,365,1,1,0,0,0,1,0,0
А73-3220/2018,0,0,0,1,1,0,0,1,20,353,1,0,1,0,0,1,0,0
А18-464/2017,0,1,1,1,1,0,0,2,12,470,2,0,0,0,1,0,1,28929096.97
А40-91633/18,0,0,1,1,1,1,1,3,10,189,2,0,0,0,1,0,1,912500.00
А21-3713/2018,0,0,0,1,1,1,0,0,15,311,1,0,0,0,1,0,0,0
А40-88709/18,1,0,1,1,1,0,0,3,5,289,3,0,1,0,0,1,0,0
А40-61328/18,0,0,0,1,1,0,0,1,23,266,1,0,0,0,1,0,1,0
А57-1199/2017,0,0,0,1,1,0,0,2,22,328,1,0,1,0,0,1,0,0
А40-71722/18,0,1,0,1,1,0,0,3,4,172,1,0,0,0,1,0,0,562500.00
А40-98314/18,0,0,0,1,1,1,0,0,9,73,1,0,0,0,1,0,0,0
А35-1389/2018,0,0,1,1,1,0,0,0,13,287,2,0,0,0,1,0,1,0
А80-216/2018,0,0,1,1,0,0,0,1,28,185,2,0,1,0,0,1,1,4166592.00
А40-126397/18,1,1,0,1,1,0,0,2,10,254,1,1,0,0,0,1,0,642960.00
А40-130476/18,1,1,1,1,1,0,0,2,5,42,0,0,1,0,0,1,1,13064040.00
А40-117339/18,0,0,0,1,1,1,0,0,7,274,1,0,0,0,1,0,0,0
А32-13407/18,0,0,0,1,1,1,0,0,7,98,0,0,0,0,1,0,0,0
А80-215/2018,0,0,1,1,0,0,0,1,26,296,2,0,1,0,0,1,1,11711164.00
А40-33900/17,1,0,0,1,1,0,0,1,6,249,1,0,1,0,0,1,0,0
А32-6868/18,0,0,0,1,1,1,0,0,8,134,0,0,0,0,1,0,0,0
А32-8292/18,0,0,0,1,1,0,0,0,7,122,0,0,0,0,1,0,0,0
А07-27468/2017,1,0,1,1,1,0,1,2,19,519,2,0,0,1,0,1,1,0
А38-3493/2018,0,0,1,0,1,0,0,1,12,166,2,0,1,0,0,1,1,0
А38-3528/2018,0,1,1,0,1,0,0,2,14,78,0,1,0,0,0,1,1,238265.00
А40-13143/18,0,0,0,1,1,1,0,1,10,235,1,0,0,1,0,1,0,0
А76-7934/2018,1,0,0,1,1,0,0,1,11,184,1,0,1,0,0,1,0,0
А65-21654/2017,1,1,1,1,1,0,0,2,4,381,0,0,1,0,0,1,1,0
А73-11670/2017,0,1,1,1,1,0,0,1,12,504,1,0,0,0,1,0,1,64770068.20
А47-623/2018,0,0,1,1,1,0,0,1,11,426,2,1,0,0,0,1,1,0
А56-90531/2017,0,0,0,1,1,0,0,1,14,230,0,1,0,0,0,1,0,0
А56-63079/2018,0,0,0,1,1,1,0,1,6,166,1,0,0,0,1,0,0,0
А82-19559/2017,0,0,0,1,1,0,0,0,14,400,1,0,0,0,1,0,0,0
А31-2239/2018,0,0,0,1,1,0,0,2,11,369,1,0,0,0,1,0,0,0
А31-2240/2018,0,0,0,1,1,0,0,2,12,363,1,0,0,0,1,0,0,0
А53-20186/18,0,1,0,0,0,0,0,0,4,37,0,0,0,0,1,0,0,506059.50
А06-4985/2018,0,1,1,1,1,0,0,0,10,74,0,0,0,0,1,0,1,30269340.70
А33-1399/2018,1,0,1,1,1,0,0,1,30,290,1,0,0,0,1,0,1,0
А60-21739/2018,0,0,0,0,1,0,0,1,13,112,0,1,0,0,0,1,0,0
А65-7274/2018,1,0,0,1,1,0,0,1,26,345,1,0,0,0,1,0,0,0
А73-8348/2018,1,0,0,1,1,1,0,1,14,292,1,0,0,0,1,0,0,0
А49-902/2018,0,0,0,1,1,1,0,2,25,359,1,1,0,0,0,1,0,0
А21-1132/2017,1,0,0,0,1,0,0,1,11,656,1,1,0,0,0,1,0,0
А56-69566/2018,0,0,0,1,1,0,0,2,8,153,1,0,1,0,0,1,1,0
А55-35426/2017,1,0,0,1,1,0,0,1,20,358,1,1,0,0,0,1,0,283240.06
А57-11517/2018,0,0,0,1,1,0,0,1,12,139,1,1,0,0,0,1,0,0
А27-3422/2018,0,0,0,1,1,0,0,0,12,324,1,0,0,0,1,0,0,0
А06-729/2018,0,0,0,1,1,0,0,0,10,317,1,0,0,0,1,0,0,0
А65-14774/2018,0,0,0,1,1,0,0,1,16,298,1,1,0,0,0,1,0,0
А60-23301/2018,0,0,1,1,1,1,0,0,18,210,2,0,0,0,1,0,1,0
А63-12117/2018,0,0,0,1,1,0,0,0,10,219,1,0,0,0,1,0,0,0
А12-22850/18,0,0,0,1,1,0,0,0,6,159,1,0,0,0,1,0,0,0
А40-87656/18,0,0,0,1,1,1,0,3,8,323,1,0,0,0,1,0,0,0
А40-81512/18,0,0,0,1,1,1,0,0,6,301,1,0,0,0,1,0,0,0
А40-58039/18,0,0,0,1,1,0,0,0,12,134,0,0,0,0,1,0,0,0
А50-18332/18,0,0,0,1,1,1,0,1,11,64,0,1,0,0,0,1,0,0
А65-14570/2018,0,1,1,1,1,0,0,1,9,259,2,1,0,0,0,1,1,650000.00
А33-5026/2018,0,0,0,1,1,0,0,1,11,235,1,1,0,0,0,1,0,0
А60-61284/2017,1,1,1,1,1,0,0,2,5,343,1,1,0,0,0,1,1,3000000.00
А43-9030/2018,0,0,0,1,1,0,0,1,19,308,1,0,0,1,0,1,0,0
А53-13844/18,0,0,0,1,1,1,0,2,9,260,1,0,0,0,1,0,0,0
А18-1813/18,0,1,1,1,1,0,0,2,8,55,0,0,1,0,0,1,1,5866848.25
А27-6567/2018,0,0,0,1,1,0,0,1,30,216,1,0,0,0,1,0,0,0
А79-4889/2018,1,1,1,1,1,0,0,2,13,164,1,1,0,0,0,1,1,487500.00
А65-4451/2018,1,0,1,1,1,0,0,2,13,287,2,1,0,0,0,1,1,0
А79-4888/2018,1,1,0,1,1,0,0,2,12,164,1,1,0,0,0,1,0,1225110.38
А06-2687/2018,0,0,0,1,1,1,0,2,7,256,1,0,0,0,1,0,0,0
А11-14441/2017,0,0,1,1,1,0,0,1,22,405,2,1,0,0,0,1,1,0
А19-29255/2017,1,0,1,1,1,0,0,2,16,335,3,0,0,0,1,0,0,0
А56-19061/2018,0,1,0,1,1,0,0,2,3,186,0,0,0,0,1,0,0,0
А11-3692/2018,0,0,1,1,1,1,0,0,9,362,2,0,0,0,1,0,1,0
А62-4100/2018,0,0,1,1,1,1,0,2,17,245,2,0,0,0,1,0,1,0
А13-16559/2016,0,1,1,1,1,0,0,1,14,790,2,0,0,0,1,0,0,4901763.29
А35-2484/2018,0,0,0,1,1,0,0,0,15,233,2,0,0,0,1,0,1,0
А21-6286/2018,0,0,0,1,0,1,0,0,12,182,1,0,0,0,1,0,0,0
А29-7435/2018,1,1,0,0,0,0,0,1,4,151,1,0,1,0,0,1,0,90000.00
А32-24395/2018,0,1,0,1,1,0,0,0,11,123,1,0,0,0,1,0,0,100000.00
А65-20035/2018,0,0,0,0,1,0,0,1,6,231,3,1,0,0,0,1,1,0
А26-7344/2018,1,1,1,1,1,0,0,2,16,118,1,1,0,0,0,1,1,1232479.99
А11-3512/2018,0,0,0,1,1,0,0,0,14,254,1,1,0,0,0,1,0,0
А51-24758/2016,0,1,1,1,1,0,0,1,20,863,2,0,1,0,0,1,1,21426600.00
А40-104188/18,0,0,0,0,1,0,0,2,6,100,0,0,1,0,0,1,0,0
А11-14724/2017,1,0,0,1,1,0,0,1,19,448,1,1,0,0,0,1,0,0
А65-18981/2018,1,1,1,1,1,0,0,2,5,212,2,1,0,0,0,1,1,730680.00
А60-24984/2018,0,0,0,1,1,0,0,0,17,293,1,0,0,0,1,0,0,650000.00
А32-21497/2018,0,1,0,1,1,0,0,0,10,149,1,0,0,0,1,0,0,100000.00
А79-4883/2018,1,1,1,1,1,0,0,2,11,192,1,1,0,0,0,1,1,1220562.50
А12-22851/2018,0,0,0,1,1,1,0,1,6,159,1,0,0,0,1,0,0,0
А34-5932/2018,1,1,1,1,1,0,0,1,11,240,2,1,0,0,0,1,1,577208.00
А79-4887/2018,1,1,1,1,1,0,0,1,11,171,1,1,0,0,0,1,1,1220562.50
А12-22852/2018,0,0,0,1,1,1,0,1,6,159,1,0,0,0,1,0,0,0
А24-3626/2018,1,1,1,0,0,0,0,1,9,57,0,0,0,0,1,0,1,100000.00
А67-11057/2017,0,1,0,1,1,0,0,0,9,285,1,1,0,0,0,1,0,50000.00
А53-19563/2018,0,1,1,1,1,0,0,1,9,60,0,0,1,0,0,1,1,300000.00
А40-125018/18,1,1,0,0,0,0,0,2,5,141,1,0,0,0,1,0,0,0
А40-130235/2018,0,1,1,1,1,0,0,1,4,68,0,0,0,0,1,0,1,91158800.00
А40-48286/2018,0,0,0,0,1,0,0,1,6,260,1,0,1,0,0,1,0,0
А40-139967/2018,0,1,0,1,1,0,0,2,3,70,0,0,0,0,1,0,0,562500.00
А38-5709/2018,0,0,0,0,1,0,0,1,11,167,1,1,0,0,0,1,0,0
А38-5873/2018,0,1,1,1,1,0,0,0,14,75,0,0,1,0,0,1,1,2268040.68
А38-5835/2018,0,0,0,1,1,0,0,1,13,272,1,1,0,0,0,1,0,0
А40-149096/18,0,1,0,1,1,0,0,2,4,52,0,0,0,0,1,0,0,562500.00
А40-137532/18,0,1,0,1,1,0,0,2,4,121,1,0,0,0,1,0,0,300000.00
А32-17224/18,0,0,0,1,1,0,0,0,8,162,1,0,0,1,0,1,0,0
А76-30982/2017,0,0,0,0,1,0,0,1,14,492,1,0,1,0,0,1,0,0
А32-42858/2017,0,1,0,1,1,0,0,0,9,300,0,0,0,0,1,0,0,300000.00
А40-139992/18,0,1,0,1,1,0,0,0,7,43,0,0,0,0,1,0,0,562500.00
А76-1633/2018,0,0,0,1,1,0,0,0,6,184,0,1,0,0,0,1,0,0
А40-121772/18,1,1,0,1,1,0,0,2,4,259,1,0,1,0,0,1,0,10406400.00
А40-122815/18,0,0,0,1,1,0,0,2,8,171,1,0,0,0,1,0,0,0
А05-7832/2018,0,0,0,1,0,0,0,2,8,180,1,0,0,0,1,0,0,0
А47-7064/2017,1,0,0,1,1,0,0,2,27,421,0,1,0,0,0,1,0,100000.00
А18-2001/18,0,1,1,1,1,0,0,2,11,62,0,1,0,0,0,1,1,2504273.70
А63-7245/2018,1,0,0,1,1,0,0,1,15,264,1,1,0,0,0,1,0,0
А20-1203/2018,0,0,0,1,1,1,0,1,10,338,1,0,0,0,1,0,0,0
А33-6166/2018,0,0,0,1,1,0,0,3,20,245,1,1,0,0,0,1,0,0
А72-5024/2018,0,0,0,1,1,0,0,1,19,148,0,1,0,0,0,1,0,0
А73-7256/2018,0,0,0,0,1,0,0,1,21,258,1,0,0,0,1,0,0,26813611.50
А11-3435/2018,0,0,0,1,1,0,0,0,13,318,1,0,0,0,1,0,0,0
А82-1041/2018,0,0,1,1,1,1,0,0,16,324,2,0,0,0,1,0,1,0
А67-5216/2018,1,1,0,1,1,0,0,3,15,167,1,0,0,1,0,1,0,5135363.63
А19-17679/2017,1,1,1,1,1,0,0,1,25,90,0,1,0,0,0,1,1,100500.00
А15-1354/2018,0,1,0,1,1,0,0,2,7,272,1,0,0,0,1,0,0,912500.00
А12-22849/2018,0,0,0,1,1,1,0,0,6,64,0,0,0,0,1,0,0,0
А65-12839/2018,0,1,1,1,1,0,0,1,8,271,2,1,0,0,0,1,1,150000.00
А53-22447/2018,0,0,1,1,1,1,0,0,6,131,2,0,1,0,0,1,1,0
А33-14343/2018,0,1,1,1,1,0,0,0,10,157,1,0,0,0,1,0,1,3723098.00
А65-21632/2017,0,0,1,1,1,0,0,1,18,415,0,0,0,0,1,0,1,50000.00
А75-9384/2018,1,1,0,0,1,0,0,1,8,84,0,1,0,0,0,1,0,361880.00
А11-4166/2018,0,0,0,1,1,0,0,1,12,158,0,1,0,0,0,1,0,0
А08-9346/2016,0,1,0,1,1,0,0,2,7,169,0,1,0,0,0,1,0,100000.00
А82-3857/2018,0,1,0,1,1,0,0,2,9,174,0,0,0,0,1,0,0,562500.00
А08-9288/2016,0,1,0,1,1,0,0,2,7,169,0,1,0,0,0,1,0,100000.00
А42-4335/2018,0,0,0,1,1,0,0,2,16,244,1,1,0,0,0,1,0,0
А12-22853/2018,0,0,0,1,1,1,0,0,6,60,0,0,0,0,1,0,0,0
А34-9451/2017,1,1,0,0,1,0,0,1,9,415,0,1,0,0,0,1,0,100000.00
А65-6197/2018,0,0,1,1,1,0,0,1,11,365,2,1,0,0,0,1,1,0
А40-20993/18,0,0,1,1,1,0,1,3,19,343,2,0,0,0,1,0,1,0
А65-19723/2018,1,0,1,1,1,0,0,1,9,219,2,1,0,0,0,1,1,0
А39-3907/2018,0,1,0,0,0,0,0,2,33,191,1,1,0,0,0,1,0,100000.00
А56-32549/2018,0,0,0,1,1,1,1,2,10,303,1,0,0,0,1,0,0,0
А63-5672/2018,0,1,1,1,1,0,0,1,11,168,0,0,0,1,0,1,1,2765135.52
А57-10824/2018,0,1,0,1,1,0,0,2,5,162,1,0,0,0,1,0,0,562500.00
А71-10265/2018,0,0,1,1,1,0,0,0,16,148,2,0,0,0,1,0,1,100000.00
А65-20038/2018,0,0,0,1,1,0,0,1,11,172,1,1,0,0,0,1,0,0
А65-15612/2018,1,0,1,1,1,0,0,2,11,300,3,0,1,0,0,1,0,0
А68-5083/2018,1,0,0,1,1,0,0,1,13,210,1,0,1,0,0,1,0,0
А08-9287/2016,0,1,0,1,1,0,0,2,8,303,1,0,1,0,0,1,1,6497650.00
А68-5154/2018,1,0,0,0,1,0,0,1,19,297,1,1,0,0,0,1,0,0
А29-5439/2018,0,1,1,1,1,0,0,0,10,153,0,0,0,1,0,1,1,6471307.50
А12-27846/2018,0,1,0,1,1,0,0,1,8,43,0,0,0,0,1,0,0,325000.00
А31-1145/2018,0,0,0,1,1,0,0,2,18,344,1,0,0,0,1,0,0,0
А12-27845/2018,0,1,0,1,1,0,0,1,8,43,0,0,0,0,1,0,0,325000.00
А82-15367/2018,0,1,0,1,1,0,1,0,7,53,0,0,1,0,0,1,0,650000.00
А06-4654/2018,0,0,1,1,1,0,0,0,6,313,3,0,0,0,1,0,0,0
А02-1254/2018,0,1,0,1,1,0,0,1,12,81,0,1,0,0,0,1,0,704164.52
А40-124258/2018,1,0,0,1,1,0,0,3,14,295,1,0,0,1,0,1,0,0
А06-3156/2018,0,0,1,1,1,0,0,0,6,253,2,0,0,0,1,0,0,0
А33-13046/2018,1,0,0,1,1,0,0,2,18,200,1,1,0,0,0,1,0,0
А06-4439/2018,0,0,0,1,1,0,0,2,6,225,1,1,0,0,0,1,0,0
А33-17148/2018,0,0,1,1,1,1,0,1,13,272,2,0,0,0,1,0,1,0
А33-33369/2017,1,0,0,1,1,0,0,0,12,418,1,0,0,0,1,0,0,0
А33-4862/2018,0,0,0,0,1,0,0,1,37,299,0,1,0,0,0,1,0,0
А65-18184/2018,0,0,1,1,1,0,0,1,9,184,2,1,0,0,0,1,1,0
А40-96178/18,0,0,0,1,1,1,0,0,15,224,1,0,0,0,1,0,0,0
А40-86515/18,0,0,1,1,1,0,0,0,6,276,2,0,0,0,1,0,1,0
А40-149075/2018,1,1,0,1,1,0,0,2,7,258,1,0,0,0,1,0,0,833254.96
А40-149081/18,1,1,0,1,1,0,0,2,6,250,1,0,0,0,1,0,0,8126950.00
А56-81850/2018,0,1,0,1,1,0,0,2,4,197,2,0,0,0,1,0,1,29243655.32
А32-28640/18,0,1,0,0,0,0,0,0,6,125,1,0,0,0,1,0,0,100000.00
А40-115651/18,1,1,0,1,1,0,0,3,10,265,1,1,0,0,0,1,0,14110920.00
А40-160793/18,1,0,1,1,1,0,0,2,5,154,2,1,0,0,0,1,0,0
А38-3677/2018,0,1,0,1,1,0,0,0,11,213,1,0,0,0,1,0,0,237500.00
А18-1734/18,0,1,1,1,1,0,0,2,10,90,0,1,0,0,0,1,1,298400.00
А38-3083/2018,0,1,1,1,1,0,0,0,14,318,2,0,1,0,0,1,1,1297540.44
А38-3854/2018,0,1,1,1,1,0,0,0,14,301,2,0,1,0,0,1,1,16645156.13
А38-6683/2018,1,1,1,1,1,0,0,1,16,72,0,1,0,0,0,1,1,186930.00
А40-116168/18,0,0,0,1,1,1,1,0,20,288,1,0,0,0,1,0,0,0
А76-39878/2017,0,0,0,1,1,0,0,1,25,457,1,1,0,0,0,1,0,0
А32-28964/2018,0,1,1,0,1,0,0,0,5,41,0,0,0,0,1,0,1,300000.00
А33-8663/2018,0,0,0,1,1,1,0,1,10,259,1,0,0,0,1,0,0,0
А07-12691/2018,1,1,1,1,1,0,0,1,7,143,0,1,0,0,0,1,1,1000000.00
А83-6094/2018,0,0,0,1,0,1,0,1,5,321,1,0,0,0,1,0,0,0
А59-4600/2018,0,1,0,1,1,0,0,1,31,154,1,0,1,0,0,1,0,1449921.00
А52-1993/2018,1,0,0,1,1,1,0,1,15,306,1,1,0,0,0,1,0,0
А40-179736/18,0,1,0,1,1,0,0,0,5,165,1,0,0,0,1,0,0,300000.00
А65-13286/2018,1,0,1,1,1,0,0,1,11,153,0,1,0,0,0,1,1,1361320.00
А76-21849/2018,0,1,0,1,1,0,0,0,7,155,1,0,0,0,1,0,0,334199.47
А26-7309/2018,1,1,1,0,1,0,0,1,10,70,0,1,0,0,0,1,1,123510.32
А02-2167/2017,1,1,0,1,1,0,0,2,10,420,1,1,0,0,0,1,0,10567535.85
А32-25713/18,0,1,0,1,1,0,0,0,4,143,1,0,0,0,1,0,0,100000.00
А53-39186/17,1,1,1,0,1,0,0,2,4,295,0,1,0,0,0,1,1,742595.39
А33-34157/2017,1,0,1,1,1,0,0,2,16,384,2,1,0,0,0,1,1,0
А64-7151/2017,0,1,1,1,1,0,0,0,10,365,0,0,0,0,1,0,1,35083473.75
А24-2128/2018,0,0,0,1,1,0,0,2,18,279,1,1,0,0,0,1,0,0
А70-3240/2018,1,1,1,1,1,0,0,2,7,212,0,0,1,0,0,1,1,22155800.00
А69-3442/2017,0,1,0,1,1,0,0,2,9,401,1,1,0,0,0,1,0,300000.00
А49-6909/2018,0,0,0,1,1,0,0,1,10,192,1,1,0,0,0,1,0,0
А06-2690/2018,0,0,1,1,1,0,0,0,6,361,3,0,0,0,1,0,0,0
А06-2691/2018,0,0,1,1,1,0,0,0,6,291,2,0,0,0,1,0,0,0
А06-3333/2018,1,0,1,0,1,0,0,1,13,303,2,1,0,0,0,1,0,0
А40-186560/18,0,1,0,1,1,0,0,2,4,158,1,0,0,0,1,0,0,562500.00
А06-2689/2018,0,0,1,1,1,0,0,0,6,293,2,0,0,0,1,0,0,0
А02-2183/2017,1,1,0,1,1,0,0,2,10,378,1,0,1,0,0,1,0,10567535.85
А65-1662/2018,0,0,1,1,1,0,0,1,5,358,2,0,0,0,1,0,1,0
А40-160899/18,0,0,0,1,1,1,0,0,9,83,0,0,0,0,1,0,0,0
А56-89457/2018,1,1,0,1,1,0,0,1,8,187,1,1,0,0,0,1,0,105300.00
А43-20175/2018,1,0,0,1,1,0,0,2,7,260,1,1,0,0,0,1,0,0
А18-2238/18,0,1,1,1,1,0,0,2,8,70,0,0,1,0,0,1,1,4500866.00
А65-4464/2018,0,1,1,1,1,0,0,2,3,232,0,0,0,0,1,0,1,100000.00
А35-1675/2018,0,0,0,1,1,1,0,1,16,215,0,1,0,0,0,1,0,0
А12-27848/2018,0,1,0,1,1,0,0,0,8,49,0,0,0,0,1,0,0,325000.00
А53-19737/18,0,1,0,1,1,0,0,1,7,147,1,0,0,0,1,0,0,650000.00
